,Time,ppg,hr
25600,2018-06-29 08:58:12.000000,-1.06,51.72
25601,2018-06-29 08:58:12.031250,3.06,51.72
25602,2018-06-29 08:58:12.062500,0.46,51.72
25603,2018-06-29 08:58:12.093750,-7.53,51.72
25604,2018-06-29 08:58:12.125000,-16.09,51.72
25605,2018-06-29 08:58:12.156250,-21.62,51.72
25606,2018-06-29 08:58:12.187500,-24.05,51.72
25607,2018-06-29 08:58:12.218750,-23.65,51.72
25608,2018-06-29 08:58:12.250000,-19.04,51.72
25609,2018-06-29 08:58:12.281250,-9.64,51.72
25610,2018-06-29 08:58:12.312500,2.82,51.72
25611,2018-06-29 08:58:12.343750,16.23,51.72
25612,2018-06-29 08:58:12.375000,28.93,51.72
25613,2018-06-29 08:58:12.406250,38.42,51.72
25614,2018-06-29 08:58:12.437500,42.61,51.72
25615,2018-06-29 08:58:12.468750,42.48,51.72
25616,2018-06-29 08:58:12.500000,40.59,51.72
25617,2018-06-29 08:58:12.531250,38.0,51.88
25618,2018-06-29 08:58:12.562500,34.23,51.88
25619,2018-06-29 08:58:12.593750,28.48,51.88
25620,2018-06-29 08:58:12.625000,19.94,51.88
25621,2018-06-29 08:58:12.656250,8.58,51.88
25622,2018-06-29 08:58:12.687500,-4.27,51.88
25623,2018-06-29 08:58:12.718750,-17.43,51.88
25624,2018-06-29 08:58:12.750000,-30.94,51.88
25625,2018-06-29 08:58:12.781250,-45.4,51.88
25626,2018-06-29 08:58:12.812500,-60.05,51.88
25627,2018-06-29 08:58:12.843750,-70.89,51.88
25628,2018-06-29 08:58:12.875000,-72.35,51.88
25629,2018-06-29 08:58:12.906250,-62.57,51.88
25630,2018-06-29 08:58:12.937500,-45.57,51.88
25631,2018-06-29 08:58:12.968750,-26.97,51.88
25632,2018-06-29 08:58:13.000000,-9.41,51.88
25633,2018-06-29 08:58:13.031250,6.55,51.88
25634,2018-06-29 08:58:13.062500,19.5,51.88
25635,2018-06-29 08:58:13.093750,28.07,51.88
25636,2018-06-29 08:58:13.125000,33.3,51.88
25637,2018-06-29 08:58:13.156250,37.18,51.88
25638,2018-06-29 08:58:13.187500,40.2,51.88
25639,2018-06-29 08:58:13.218750,42.57,51.88
25640,2018-06-29 08:58:13.250000,45.1,51.88
25641,2018-06-29 08:58:13.281250,47.14,51.88
25642,2018-06-29 08:58:13.312500,46.95,51.88
25643,2018-06-29 08:58:13.343750,44.67,51.88
25644,2018-06-29 08:58:13.375000,41.78,51.88
25645,2018-06-29 08:58:13.406250,38.58,51.88
25646,2018-06-29 08:58:13.437500,34.9,51.88
25647,2018-06-29 08:58:13.468750,31.19,51.88
25648,2018-06-29 08:58:13.500000,27.22,51.88
25649,2018-06-29 08:58:13.531250,21.54,52.05
25650,2018-06-29 08:58:13.562500,13.28,52.05
25651,2018-06-29 08:58:13.593750,3.14,52.05
25652,2018-06-29 08:58:13.625000,-7.24,52.05
25653,2018-06-29 08:58:13.656250,-15.89,52.05
25654,2018-06-29 08:58:13.687500,-21.27,52.05
25655,2018-06-29 08:58:13.718750,-23.79,52.05
25656,2018-06-29 08:58:13.750000,-25.34,52.05
25657,2018-06-29 08:58:13.781250,-26.97,52.05
25658,2018-06-29 08:58:13.812500,-28.4,52.05
25659,2018-06-29 08:58:13.843750,-29.59,52.05
25660,2018-06-29 08:58:13.875000,-31.19,52.05
25661,2018-06-29 08:58:13.906250,-33.17,52.05
25662,2018-06-29 08:58:13.937500,-34.07,52.05
25663,2018-06-29 08:58:13.968750,-32.58,52.05
25664,2018-06-29 08:58:14.000000,-30.22,52.05
25665,2018-06-29 08:58:14.031250,-30.77,52.05
25666,2018-06-29 08:58:14.062500,-36.41,52.05
25667,2018-06-29 08:58:14.093750,-44.64,52.05
25668,2018-06-29 08:58:14.125000,-48.8,52.05
25669,2018-06-29 08:58:14.156250,-42.82,52.05
25670,2018-06-29 08:58:14.187500,-27.32,52.05
25671,2018-06-29 08:58:14.218750,-9.19,52.05
25672,2018-06-29 08:58:14.250000,5.71,52.05
25673,2018-06-29 08:58:14.281250,16.24,52.05
25674,2018-06-29 08:58:14.312500,23.01,52.05
25675,2018-06-29 08:58:14.343750,26.45,52.05
25676,2018-06-29 08:58:14.375000,27.67,52.05
25677,2018-06-29 08:58:14.406250,28.46,52.05
25678,2018-06-29 08:58:14.437500,30.06,52.05
25679,2018-06-29 08:58:14.468750,32.87,52.05
25680,2018-06-29 08:58:14.500000,36.24,52.05
25681,2018-06-29 08:58:14.531250,38.19,52.23
25682,2018-06-29 08:58:14.562500,36.84,52.23
25683,2018-06-29 08:58:14.593750,32.89,52.23
25684,2018-06-29 08:58:14.625000,28.88,52.23
25685,2018-06-29 08:58:14.656250,25.97,52.23
25686,2018-06-29 08:58:14.687500,23.31,52.23
25687,2018-06-29 08:58:14.718750,20.1,52.23
25688,2018-06-29 08:58:14.750000,16.6,52.23
25689,2018-06-29 08:58:14.781250,13.74,52.23
25690,2018-06-29 08:58:14.812500,12.03,52.23
25691,2018-06-29 08:58:14.843750,10.86,52.23
25692,2018-06-29 08:58:14.875000,9.25,52.23
25693,2018-06-29 08:58:14.906250,6.78,52.23
25694,2018-06-29 08:58:14.937500,3.36,52.23
25695,2018-06-29 08:58:14.968750,-0.47,52.23
25696,2018-06-29 08:58:15.000000,-3.64,52.23
25697,2018-06-29 08:58:15.031250,-5.93,52.23
25698,2018-06-29 08:58:15.062500,-8.49,52.23
25699,2018-06-29 08:58:15.093750,-12.33,52.23
25700,2018-06-29 08:58:15.125000,-17.11,52.23
25701,2018-06-29 08:58:15.156250,-21.45,52.23
25702,2018-06-29 08:58:15.187500,-24.96,52.23
25703,2018-06-29 08:58:15.218750,-29.31,52.23
25704,2018-06-29 08:58:15.250000,-36.17,52.23
25705,2018-06-29 08:58:15.281250,-43.85,52.23
25706,2018-06-29 08:58:15.312500,-46.92,52.23
25707,2018-06-29 08:58:15.343750,-40.3,52.23
25708,2018-06-29 08:58:15.375000,-24.41,52.23
25709,2018-06-29 08:58:15.406250,-6.02,52.23
25710,2018-06-29 08:58:15.437500,7.63,52.23
25711,2018-06-29 08:58:15.468750,14.59,52.23
25712,2018-06-29 08:58:15.500000,16.81,52.23
25713,2018-06-29 08:58:15.531250,15.96,52.4
25714,2018-06-29 08:58:15.562500,13.43,52.4
25715,2018-06-29 08:58:15.593750,11.47,52.4
25716,2018-06-29 08:58:15.625000,11.22,52.4
25717,2018-06-29 08:58:15.656250,12.07,52.4
25718,2018-06-29 08:58:15.687500,13.78,52.4
25719,2018-06-29 08:58:15.718750,16.33,52.4
25720,2018-06-29 08:58:15.750000,18.31,52.4
25721,2018-06-29 08:58:15.781250,17.97,52.4
25722,2018-06-29 08:58:15.812500,15.18,52.4
25723,2018-06-29 08:58:15.843750,11.43,52.4
25724,2018-06-29 08:58:15.875000,8.63,52.4
25725,2018-06-29 08:58:15.906250,7.09,52.4
25726,2018-06-29 08:58:15.937500,5.34,52.4
25727,2018-06-29 08:58:15.968750,2.81,52.4
25728,2018-06-29 08:58:16.000000,0.7,52.4
25729,2018-06-29 08:58:16.031250,-0.6,52.4
