,Time,ppg,hr
80000,2018-06-29 09:26:32.000000,-90.01,109.88
80001,2018-06-29 09:26:32.031250,-122.44,109.88
80002,2018-06-29 09:26:32.062500,-117.17,109.88
80003,2018-06-29 09:26:32.093750,-58.04,109.88
80004,2018-06-29 09:26:32.125000,32.34,109.88
80005,2018-06-29 09:26:32.156250,114.81,109.88
80006,2018-06-29 09:26:32.187500,169.31,109.88
80007,2018-06-29 09:26:32.218750,191.64,109.88
80008,2018-06-29 09:26:32.250000,190.66,109.88
80009,2018-06-29 09:26:32.281250,185.13,109.88
80010,2018-06-29 09:26:32.312500,201.26,109.88
80011,2018-06-29 09:26:32.343750,232.58,109.88
80012,2018-06-29 09:26:32.375000,254.76,109.88
80013,2018-06-29 09:26:32.406250,261.62,109.88
80014,2018-06-29 09:26:32.437500,272.03,109.88
80015,2018-06-29 09:26:32.468750,299.66,109.88
80016,2018-06-29 09:26:32.500000,322.91,109.88
80017,2018-06-29 09:26:32.531250,320.32,109.33
80018,2018-06-29 09:26:32.562500,218.0,109.33
80019,2018-06-29 09:26:32.593750,12.29,109.33
80020,2018-06-29 09:26:32.625000,-147.88,109.33
80021,2018-06-29 09:26:32.656250,-210.33,109.33
80022,2018-06-29 09:26:32.687500,-218.75,109.33
80023,2018-06-29 09:26:32.718750,-197.57,109.33
80024,2018-06-29 09:26:32.750000,-162.09,109.33
80025,2018-06-29 09:26:32.781250,-153.23,109.33
80026,2018-06-29 09:26:32.812500,-192.48,109.33
80027,2018-06-29 09:26:32.843750,-255.42,109.33
80028,2018-06-29 09:26:32.875000,-281.42,109.33
80029,2018-06-29 09:26:32.906250,-248.28,109.33
80030,2018-06-29 09:26:32.937500,-186.0,109.33
80031,2018-06-29 09:26:32.968750,-129.43,109.33
80032,2018-06-29 09:26:33.000000,-88.64,109.33
80033,2018-06-29 09:26:33.031250,-65.49,109.33
80034,2018-06-29 09:26:33.062500,-68.29,109.33
80035,2018-06-29 09:26:33.093750,-85.16,109.33
80036,2018-06-29 09:26:33.125000,-92.83,109.33
80037,2018-06-29 09:26:33.156250,-86.58,109.33
80038,2018-06-29 09:26:33.187500,-89.2,109.33
80039,2018-06-29 09:26:33.218750,-117.68,109.33
80040,2018-06-29 09:26:33.250000,-148.06,109.33
80041,2018-06-29 09:26:33.281250,-133.12,109.33
80042,2018-06-29 09:26:33.312500,-62.95,109.33
80043,2018-06-29 09:26:33.343750,17.76,109.33
80044,2018-06-29 09:26:33.375000,69.75,109.33
80045,2018-06-29 09:26:33.406250,96.09,109.33
80046,2018-06-29 09:26:33.437500,106.91,109.33
80047,2018-06-29 09:26:33.468750,94.88,109.33
80048,2018-06-29 09:26:33.500000,60.9,109.33
80049,2018-06-29 09:26:33.531250,24.79,108.8
80050,2018-06-29 09:26:33.562500,-1.68,108.8
80051,2018-06-29 09:26:33.593750,-25.82,108.8
80052,2018-06-29 09:26:33.625000,-54.02,108.8
80053,2018-06-29 09:26:33.656250,-81.16,108.8
80054,2018-06-29 09:26:33.687500,-101.32,108.8
80055,2018-06-29 09:26:33.718750,-115.06,108.8
80056,2018-06-29 09:26:33.750000,-124.71,108.8
80057,2018-06-29 09:26:33.781250,-131.84,108.8
80058,2018-06-29 09:26:33.812500,-142.13,108.8
80059,2018-06-29 09:26:33.843750,-164.42,108.8
80060,2018-06-29 09:26:33.875000,-191.24,108.8
80061,2018-06-29 09:26:33.906250,-188.01,108.8
80062,2018-06-29 09:26:33.937500,-126.69,108.8
80063,2018-06-29 09:26:33.968750,-25.47,108.8
80064,2018-06-29 09:26:34.000000,70.01,108.8
80065,2018-06-29 09:26:34.031250,134.09,108.8
80066,2018-06-29 09:26:34.062500,166.8,108.8
80067,2018-06-29 09:26:34.093750,172.93,108.8
80068,2018-06-29 09:26:34.125000,160.11,108.8
80069,2018-06-29 09:26:34.156250,141.71,108.8
80070,2018-06-29 09:26:34.187500,125.41,108.8
80071,2018-06-29 09:26:34.218750,108.05,108.8
80072,2018-06-29 09:26:34.250000,86.23,108.8
80073,2018-06-29 09:26:34.281250,63.41,108.8
80074,2018-06-29 09:26:34.312500,42.66,108.8
80075,2018-06-29 09:26:34.343750,20.06,108.8
80076,2018-06-29 09:26:34.375000,-8.12,108.8
