,Time,ppg,hr
128000,2018-06-29 09:51:32.000000,13.7,75.33
128001,2018-06-29 09:51:32.031250,10.5,75.33
128002,2018-06-29 09:51:32.062500,7.39,75.33
128003,2018-06-29 09:51:32.093750,4.51,75.33
128004,2018-06-29 09:51:32.125000,2.32,75.33
128005,2018-06-29 09:51:32.156250,1.04,75.33
128006,2018-06-29 09:51:32.187500,0.67,75.33
128007,2018-06-29 09:51:32.218750,0.72,75.33
128008,2018-06-29 09:51:32.250000,0.05,75.33
128009,2018-06-29 09:51:32.281250,-2.28,75.33
128010,2018-06-29 09:51:32.312500,-5.6,75.33
128011,2018-06-29 09:51:32.343750,-8.48,75.33
128012,2018-06-29 09:51:32.375000,-10.96,75.33
128013,2018-06-29 09:51:32.406250,-14.42,75.33
128014,2018-06-29 09:51:32.437500,-18.78,75.33
128015,2018-06-29 09:51:32.468750,-22.01,75.33
128016,2018-06-29 09:51:32.500000,-23.27,75.33
128017,2018-06-29 09:51:32.531250,-24.13,75.12
128018,2018-06-29 09:51:32.562500,-26.88,75.12
128019,2018-06-29 09:51:32.593750,-31.83,75.12
128020,2018-06-29 09:51:32.625000,-35.42,75.12
128021,2018-06-29 09:51:32.656250,-32.05,75.12
128022,2018-06-29 09:51:32.687500,-20.09,75.12
128023,2018-06-29 09:51:32.718750,-4.53,75.12
128024,2018-06-29 09:51:32.750000,8.25,75.12
128025,2018-06-29 09:51:32.781250,15.96,75.12
128026,2018-06-29 09:51:32.812500,19.9,75.12
128027,2018-06-29 09:51:32.843750,21.96,75.12
128028,2018-06-29 09:51:32.875000,22.88,75.12
128029,2018-06-29 09:51:32.906250,22.78,75.12
128030,2018-06-29 09:51:32.937500,22.19,75.12
128031,2018-06-29 09:51:32.968750,22.0,75.12
128032,2018-06-29 09:51:33.000000,22.15,75.12
128033,2018-06-29 09:51:33.031250,22.15,75.12
128034,2018-06-29 09:51:33.062500,22.1,75.12
128035,2018-06-29 09:51:33.093750,21.74,75.12
128036,2018-06-29 09:51:33.125000,20.28,75.12
128037,2018-06-29 09:51:33.156250,17.61,75.12
128038,2018-06-29 09:51:33.187500,14.54,75.12
128039,2018-06-29 09:51:33.218750,11.73,75.12
128040,2018-06-29 09:51:33.250000,9.25,75.12
128041,2018-06-29 09:51:33.281250,7.18,75.12
128042,2018-06-29 09:51:33.312500,5.41,75.12
128043,2018-06-29 09:51:33.343750,3.55,75.12
128044,2018-06-29 09:51:33.375000,1.36,75.12
128045,2018-06-29 09:51:33.406250,-1.29,75.12
128046,2018-06-29 09:51:33.437500,-4.43,75.12
128047,2018-06-29 09:51:33.468750,-8.0,75.12
128048,2018-06-29 09:51:33.500000,-11.85,75.12
128049,2018-06-29 09:51:33.531250,-15.79,74.88
128050,2018-06-29 09:51:33.562500,-19.61,74.88
128051,2018-06-29 09:51:33.593750,-23.38,74.88
128052,2018-06-29 09:51:33.625000,-27.8,74.88
128053,2018-06-29 09:51:33.656250,-33.05,74.88
128054,2018-06-29 09:51:33.687500,-36.56,74.88
128055,2018-06-29 09:51:33.718750,-33.94,74.88
128056,2018-06-29 09:51:33.750000,-23.75,74.88
128057,2018-06-29 09:51:33.781250,-9.85,74.88
128058,2018-06-29 09:51:33.812500,2.5,74.88
128059,2018-06-29 09:51:33.843750,11.04,74.88
128060,2018-06-29 09:51:33.875000,16.42,74.88
128061,2018-06-29 09:51:33.906250,19.56,74.88
128062,2018-06-29 09:51:33.937500,20.71,74.88
128063,2018-06-29 09:51:33.968750,20.17,74.88
128064,2018-06-29 09:51:34.000000,18.77,74.88
128065,2018-06-29 09:51:34.031250,17.12,74.88
128066,2018-06-29 09:51:34.062500,15.58,74.88
128067,2018-06-29 09:51:34.093750,14.82,74.88
128068,2018-06-29 09:51:34.125000,15.04,74.88
128069,2018-06-29 09:51:34.156250,15.03,74.88
128070,2018-06-29 09:51:34.187500,13.61,74.88
128071,2018-06-29 09:51:34.218750,11.23,74.88
128072,2018-06-29 09:51:34.250000,9.07,74.88
128073,2018-06-29 09:51:34.281250,7.45,74.88
128074,2018-06-29 09:51:34.312500,5.99,74.88
128075,2018-06-29 09:51:34.343750,4.36,74.88
128076,2018-06-29 09:51:34.375000,2.9,74.88
128077,2018-06-29 09:51:34.406250,2.0,74.88
128078,2018-06-29 09:51:34.437500,1.22,74.88
128079,2018-06-29 09:51:34.468750,0.07,74.88
128080,2018-06-29 09:51:34.500000,-0.81,74.88
128081,2018-06-29 09:51:34.531250,-1.21,74.63
128082,2018-06-29 09:51:34.562500,-2.31,74.63
128083,2018-06-29 09:51:34.593750,-4.92,74.63
128084,2018-06-29 09:51:34.625000,-8.43,74.63
128085,2018-06-29 09:51:34.656250,-12.02,74.63
128086,2018-06-29 09:51:34.687500,-15.56,74.63
128087,2018-06-29 09:51:34.718750,-19.08,74.63
128088,2018-06-29 09:51:34.750000,-22.21,74.63
128089,2018-06-29 09:51:34.781250,-24.65,74.63
128090,2018-06-29 09:51:34.812500,-26.7,74.63
128091,2018-06-29 09:51:34.843750,-29.0,74.63
128092,2018-06-29 09:51:34.875000,-32.01,74.63
128093,2018-06-29 09:51:34.906250,-35.33,74.63
128094,2018-06-29 09:51:34.937500,-36.54,74.63
128095,2018-06-29 09:51:34.968750,-31.76,74.63
128096,2018-06-29 09:51:35.000000,-20.16,74.63
128097,2018-06-29 09:51:35.031250,-6.36,74.63
128098,2018-06-29 09:51:35.062500,4.1,74.63
128099,2018-06-29 09:51:35.093750,10.1,74.63
128100,2018-06-29 09:51:35.125000,13.57,74.63
128101,2018-06-29 09:51:35.156250,15.73,74.63
128102,2018-06-29 09:51:35.187500,16.86,74.63
128103,2018-06-29 09:51:35.218750,17.36,74.63
128104,2018-06-29 09:51:35.250000,17.47,74.63
128105,2018-06-29 09:51:35.281250,17.34,74.63
128106,2018-06-29 09:51:35.312500,17.42,74.63
128107,2018-06-29 09:51:35.343750,18.41,74.63
128108,2018-06-29 09:51:35.375000,20.63,74.63
128109,2018-06-29 09:51:35.406250,23.86,74.63
128110,2018-06-29 09:51:35.437500,27.6,74.63
128111,2018-06-29 09:51:35.468750,31.71,74.63
128112,2018-06-29 09:51:35.500000,36.59,74.63
128113,2018-06-29 09:51:35.531250,42.78,74.38
128114,2018-06-29 09:51:35.562500,50.52,74.38
128115,2018-06-29 09:51:35.593750,59.81,74.38
128116,2018-06-29 09:51:35.625000,69.91,74.38
128117,2018-06-29 09:51:35.656250,78.55,74.38
128118,2018-06-29 09:51:35.687500,82.1,74.38
