,Time,ppg,hr
22400,2018-06-29 08:56:32.000000,24.13,51.48
22401,2018-06-29 08:56:32.031250,26.89,51.48
22402,2018-06-29 08:56:32.062500,27.06,51.48
22403,2018-06-29 08:56:32.093750,24.4,51.48
22404,2018-06-29 08:56:32.125000,21.11,51.48
22405,2018-06-29 08:56:32.156250,18.88,51.48
22406,2018-06-29 08:56:32.187500,17.17,51.48
22407,2018-06-29 08:56:32.218750,15.25,51.48
22408,2018-06-29 08:56:32.250000,13.46,51.48
22409,2018-06-29 08:56:32.281250,11.82,51.48
22410,2018-06-29 08:56:32.312500,9.47,51.48
22411,2018-06-29 08:56:32.343750,5.85,51.48
22412,2018-06-29 08:56:32.375000,1.64,51.48
22413,2018-06-29 08:56:32.406250,-1.9,51.48
22414,2018-06-29 08:56:32.437500,-4.81,51.48
22415,2018-06-29 08:56:32.468750,-8.78,51.48
22416,2018-06-29 08:56:32.500000,-14.38,51.48
22417,2018-06-29 08:56:32.531250,-19.93,51.47
22418,2018-06-29 08:56:32.562500,-24.33,51.47
22419,2018-06-29 08:56:32.593750,-29.13,51.47
22420,2018-06-29 08:56:32.625000,-36.73,51.47
22421,2018-06-29 08:56:32.656250,-46.2,51.47
22422,2018-06-29 08:56:32.687500,-51.56,51.47
22423,2018-06-29 08:56:32.718750,-46.54,51.47
22424,2018-06-29 08:56:32.750000,-31.93,51.47
22425,2018-06-29 08:56:32.781250,-15.2,51.47
22426,2018-06-29 08:56:32.812500,-2.32,51.47
22427,2018-06-29 08:56:32.843750,6.12,51.47
22428,2018-06-29 08:56:32.875000,11.43,51.47
22429,2018-06-29 08:56:32.906250,14.37,51.47
22430,2018-06-29 08:56:32.937500,16.02,51.47
22431,2018-06-29 08:56:32.968750,17.77,51.47
22432,2018-06-29 08:56:33.000000,20.12,51.47
22433,2018-06-29 08:56:33.031250,22.75,51.47
22434,2018-06-29 08:56:33.062500,25.38,51.47
22435,2018-06-29 08:56:33.093750,27.51,51.47
22436,2018-06-29 08:56:33.125000,28.17,51.47
22437,2018-06-29 08:56:33.156250,26.79,51.47
22438,2018-06-29 08:56:33.187500,24.14,51.47
22439,2018-06-29 08:56:33.218750,21.68,51.47
22440,2018-06-29 08:56:33.250000,20.23,51.47
22441,2018-06-29 08:56:33.281250,19.27,51.47
22442,2018-06-29 08:56:33.312500,17.61,51.47
22443,2018-06-29 08:56:33.343750,15.09,51.47
22444,2018-06-29 08:56:33.375000,12.78,51.47
22445,2018-06-29 08:56:33.406250,11.14,51.47
22446,2018-06-29 08:56:33.437500,9.37,51.47
22447,2018-06-29 08:56:33.468750,6.67,51.47
22448,2018-06-29 08:56:33.500000,2.91,51.47
22449,2018-06-29 08:56:33.531250,-1.37,51.48
22450,2018-06-29 08:56:33.562500,-5.25,51.48
22451,2018-06-29 08:56:33.593750,-8.34,51.48
22452,2018-06-29 08:56:33.625000,-11.47,51.48
22453,2018-06-29 08:56:33.656250,-16.06,51.48
22454,2018-06-29 08:56:33.687500,-22.2,51.48
22455,2018-06-29 08:56:33.718750,-28.14,51.48
22456,2018-06-29 08:56:33.750000,-32.71,51.48
22457,2018-06-29 08:56:33.781250,-37.25,51.48
22458,2018-06-29 08:56:33.812500,-44.23,51.48
22459,2018-06-29 08:56:33.843750,-54.63,51.48
22460,2018-06-29 08:56:33.875000,-65.19,51.48
22461,2018-06-29 08:56:33.906250,-68.33,51.48
22462,2018-06-29 08:56:33.937500,-59.19,51.48
22463,2018-06-29 08:56:33.968750,-41.92,51.48
22464,2018-06-29 08:56:34.000000,-24.89,51.48
