,Time,ppg,hr
57600,2018-06-29 09:14:52.000000,170.31,81.95
57601,2018-06-29 09:14:52.031250,170.65,81.95
57602,2018-06-29 09:14:52.062500,149.48,81.95
57603,2018-06-29 09:14:52.093750,109.17,81.95
57604,2018-06-29 09:14:52.125000,58.83,81.95
57605,2018-06-29 09:14:52.156250,8.87,81.95
57606,2018-06-29 09:14:52.187500,-34.4,81.95
57607,2018-06-29 09:14:52.218750,-71.68,81.95
57608,2018-06-29 09:14:52.250000,-107.52,81.95
57609,2018-06-29 09:14:52.281250,-142.95,81.95
57610,2018-06-29 09:14:52.312500,-173.17,81.95
57611,2018-06-29 09:14:52.343750,-194.04,81.95
57612,2018-06-29 09:14:52.375000,-203.51,81.95
57613,2018-06-29 09:14:52.406250,-194.75,81.95
57614,2018-06-29 09:14:52.437500,-158.53,81.95
57615,2018-06-29 09:14:52.468750,-99.52,81.95
57616,2018-06-29 09:14:52.500000,-40.73,81.95
57617,2018-06-29 09:14:52.531250,-4.2,82.32
57618,2018-06-29 09:14:52.562500,8.7,82.32
57619,2018-06-29 09:14:52.593750,13.69,82.32
57620,2018-06-29 09:14:52.625000,23.75,82.32
57621,2018-06-29 09:14:52.656250,37.17,82.32
57622,2018-06-29 09:14:52.687500,44.43,82.32
57623,2018-06-29 09:14:52.718750,41.2,82.32
57624,2018-06-29 09:14:52.750000,30.74,82.32
57625,2018-06-29 09:14:52.781250,18.26,82.32
57626,2018-06-29 09:14:52.812500,8.75,82.32
57627,2018-06-29 09:14:52.843750,6.21,82.32
57628,2018-06-29 09:14:52.875000,10.33,82.32
57629,2018-06-29 09:14:52.906250,16.41,82.32
57630,2018-06-29 09:14:52.937500,20.97,82.32
57631,2018-06-29 09:14:52.968750,25.42,82.32
57632,2018-06-29 09:14:53.000000,33.22,82.32
57633,2018-06-29 09:14:53.031250,44.78,82.32
57634,2018-06-29 09:14:53.062500,58.22,82.32
57635,2018-06-29 09:14:53.093750,74.47,82.32
57636,2018-06-29 09:14:53.125000,95.08,82.32
57637,2018-06-29 09:14:53.156250,113.28,82.32
57638,2018-06-29 09:14:53.187500,115.96,82.32
57639,2018-06-29 09:14:53.218750,97.9,82.32
57640,2018-06-29 09:14:53.250000,67.32,82.32
57641,2018-06-29 09:14:53.281250,35.85,82.32
57642,2018-06-29 09:14:53.312500,9.26,82.32
57643,2018-06-29 09:14:53.343750,-14.02,82.32
57644,2018-06-29 09:14:53.375000,-39.83,82.32
57645,2018-06-29 09:14:53.406250,-71.44,82.32
57646,2018-06-29 09:14:53.437500,-103.63,82.32
57647,2018-06-29 09:14:53.468750,-126.49,82.32
57648,2018-06-29 09:14:53.500000,-134.34,82.32
57649,2018-06-29 09:14:53.531250,-127.11,82.7
57650,2018-06-29 09:14:53.562500,-105.75,82.7
57651,2018-06-29 09:14:53.593750,-74.18,82.7
57652,2018-06-29 09:14:53.625000,-44.03,82.7
57653,2018-06-29 09:14:53.656250,-28.73,82.7
57654,2018-06-29 09:14:53.687500,-30.1,82.7
57655,2018-06-29 09:14:53.718750,-35.66,82.7
57656,2018-06-29 09:14:53.750000,-32.1,82.7
57657,2018-06-29 09:14:53.781250,-18.87,82.7
57658,2018-06-29 09:14:53.812500,-6.19,82.7
57659,2018-06-29 09:14:53.843750,-2.53,82.7
57660,2018-06-29 09:14:53.875000,-8.29,82.7
57661,2018-06-29 09:14:53.906250,-18.77,82.7
57662,2018-06-29 09:14:53.937500,-26.7,82.7
57663,2018-06-29 09:14:53.968750,-23.99,82.7
57664,2018-06-29 09:14:54.000000,-8.03,82.7
57665,2018-06-29 09:14:54.031250,15.1,82.7
57666,2018-06-29 09:14:54.062500,37.1,82.7
57667,2018-06-29 09:14:54.093750,53.96,82.7
57668,2018-06-29 09:14:54.125000,66.31,82.7
57669,2018-06-29 09:14:54.156250,77.52,82.7
57670,2018-06-29 09:14:54.187500,93.65,82.7
57671,2018-06-29 09:14:54.218750,121.16,82.7
57672,2018-06-29 09:14:54.250000,157.58,82.7
57673,2018-06-29 09:14:54.281250,185.35,82.7
57674,2018-06-29 09:14:54.312500,184.98,82.7
57675,2018-06-29 09:14:54.343750,154.24,82.7
57676,2018-06-29 09:14:54.375000,105.25,82.7
57677,2018-06-29 09:14:54.406250,50.66,82.7
57678,2018-06-29 09:14:54.437500,0.89,82.7
57679,2018-06-29 09:14:54.468750,-38.24,82.7
57680,2018-06-29 09:14:54.500000,-72.22,82.7
57681,2018-06-29 09:14:54.531250,-109.31,83.08
57682,2018-06-29 09:14:54.562500,-144.91,83.08
57683,2018-06-29 09:14:54.593750,-166.25,83.08
57684,2018-06-29 09:14:54.625000,-169.95,83.08
57685,2018-06-29 09:14:54.656250,-164.9,83.08
57686,2018-06-29 09:14:54.687500,-159.08,83.08
57687,2018-06-29 09:14:54.718750,-149.62,83.08
57688,2018-06-29 09:14:54.750000,-127.3,83.08
57689,2018-06-29 09:14:54.781250,-88.53,83.08
57690,2018-06-29 09:14:54.812500,-41.98,83.08
57691,2018-06-29 09:14:54.843750,-3.85,83.08
57692,2018-06-29 09:14:54.875000,16.94,83.08
57693,2018-06-29 09:14:54.906250,28.26,83.08
57694,2018-06-29 09:14:54.937500,42.09,83.08
57695,2018-06-29 09:14:54.968750,55.89,83.08
57696,2018-06-29 09:14:55.000000,59.5,83.08
57697,2018-06-29 09:14:55.031250,53.63,83.08
57698,2018-06-29 09:14:55.062500,45.65,83.08
57699,2018-06-29 09:14:55.093750,35.94,83.08
57700,2018-06-29 09:14:55.125000,23.85,83.08
57701,2018-06-29 09:14:55.156250,16.89,83.08
57702,2018-06-29 09:14:55.187500,21.66,83.08
57703,2018-06-29 09:14:55.218750,34.49,83.08
57704,2018-06-29 09:14:55.250000,46.12,83.08
57705,2018-06-29 09:14:55.281250,49.97,83.08
57706,2018-06-29 09:14:55.312500,47.26,83.08
57707,2018-06-29 09:14:55.343750,46.03,83.08
57708,2018-06-29 09:14:55.375000,50.58,83.08
57709,2018-06-29 09:14:55.406250,55.01,83.08
57710,2018-06-29 09:14:55.437500,53.71,83.08
57711,2018-06-29 09:14:55.468750,50.98,83.08
57712,2018-06-29 09:14:55.500000,49.96,83.08
57713,2018-06-29 09:14:55.531250,40.77,83.5
57714,2018-06-29 09:14:55.562500,12.69,83.5
57715,2018-06-29 09:14:55.593750,-26.71,83.5
57716,2018-06-29 09:14:55.625000,-57.21,83.5
57717,2018-06-29 09:14:55.656250,-68.68,83.5
57718,2018-06-29 09:14:55.687500,-68.15,83.5
57719,2018-06-29 09:14:55.718750,-65.66,83.5
57720,2018-06-29 09:14:55.750000,-63.69,83.5
