,Time,ppg,hr
153600,2018-06-29 10:04:52.000000,-52.8,82.6
153601,2018-06-29 10:04:52.031250,-30.57,82.6
153602,2018-06-29 10:04:52.062500,-12.85,82.6
153603,2018-06-29 10:04:52.093750,5.43,82.6
153604,2018-06-29 10:04:52.125000,28.43,82.6
153605,2018-06-29 10:04:52.156250,55.83,82.6
153606,2018-06-29 10:04:52.187500,80.85,82.6
153607,2018-06-29 10:04:52.218750,97.77,82.6
153608,2018-06-29 10:04:52.250000,108.62,82.6
153609,2018-06-29 10:04:52.281250,117.6,82.6
153610,2018-06-29 10:04:52.312500,126.87,82.6
153611,2018-06-29 10:04:52.343750,135.64,82.6
153612,2018-06-29 10:04:52.375000,140.99,82.6
153613,2018-06-29 10:04:52.406250,140.54,82.6
153614,2018-06-29 10:04:52.437500,136.69,82.6
153615,2018-06-29 10:04:52.468750,136.12,82.6
153616,2018-06-29 10:04:52.500000,141.96,82.6
153617,2018-06-29 10:04:52.531250,151.5,82.65
153618,2018-06-29 10:04:52.562500,156.63,82.65
153619,2018-06-29 10:04:52.593750,152.38,82.65
153620,2018-06-29 10:04:52.625000,137.81,82.65
153621,2018-06-29 10:04:52.656250,114.18,82.65
153622,2018-06-29 10:04:52.687500,77.21,82.65
153623,2018-06-29 10:04:52.718750,20.37,82.65
153624,2018-06-29 10:04:52.750000,-46.55,82.65
153625,2018-06-29 10:04:52.781250,-102.42,82.65
153626,2018-06-29 10:04:52.812500,-129.68,82.65
153627,2018-06-29 10:04:52.843750,-143.65,82.65
153628,2018-06-29 10:04:52.875000,-157.32,82.65
153629,2018-06-29 10:04:52.906250,-161.54,82.65
153630,2018-06-29 10:04:52.937500,-130.5,82.65
153631,2018-06-29 10:04:52.968750,-61.35,82.65
153632,2018-06-29 10:04:53.000000,16.92,82.65
153633,2018-06-29 10:04:53.031250,93.07,82.65
153634,2018-06-29 10:04:53.062500,168.68,82.65
153635,2018-06-29 10:04:53.093750,251.51,82.65
153636,2018-06-29 10:04:53.125000,314.43,82.65
153637,2018-06-29 10:04:53.156250,345.93,82.65
153638,2018-06-29 10:04:53.187500,329.37,82.65
153639,2018-06-29 10:04:53.218750,199.9,82.65
153640,2018-06-29 10:04:53.250000,68.2,82.65
153641,2018-06-29 10:04:53.281250,-39.24,82.65
153642,2018-06-29 10:04:53.312500,-131.43,82.65
153643,2018-06-29 10:04:53.343750,-202.85,82.65
153644,2018-06-29 10:04:53.375000,-244.01,82.65
153645,2018-06-29 10:04:53.406250,-273.06,82.65
153646,2018-06-29 10:04:53.437500,-294.21,82.65
153647,2018-06-29 10:04:53.468750,-303.92,82.65
153648,2018-06-29 10:04:53.500000,-296.13,82.65
153649,2018-06-29 10:04:53.531250,-272.67,82.75
153650,2018-06-29 10:04:53.562500,-247.69,82.75
153651,2018-06-29 10:04:53.593750,-219.91,82.75
153652,2018-06-29 10:04:53.625000,-188.28,82.75
153653,2018-06-29 10:04:53.656250,-146.47,82.75
153654,2018-06-29 10:04:53.687500,-97.7,82.75
153655,2018-06-29 10:04:53.718750,-38.89,82.75
153656,2018-06-29 10:04:53.750000,29.03,82.75
153657,2018-06-29 10:04:53.781250,96.78,82.75
153658,2018-06-29 10:04:53.812500,155.77,82.75
153659,2018-06-29 10:04:53.843750,203.4,82.75
153660,2018-06-29 10:04:53.875000,243.8,82.75
153661,2018-06-29 10:04:53.906250,276.61,82.75
153662,2018-06-29 10:04:53.937500,300.14,82.75
153663,2018-06-29 10:04:53.968750,311.41,82.75
153664,2018-06-29 10:04:54.000000,309.53,82.75
153665,2018-06-29 10:04:54.031250,293.83,82.75
153666,2018-06-29 10:04:54.062500,261.18,82.75
153667,2018-06-29 10:04:54.093750,209.71,82.75
153668,2018-06-29 10:04:54.125000,144.87,82.75
153669,2018-06-29 10:04:54.156250,76.27,82.75
153670,2018-06-29 10:04:54.187500,7.59,82.75
153671,2018-06-29 10:04:54.218750,-64.38,82.75
153672,2018-06-29 10:04:54.250000,-139.96,82.75
153673,2018-06-29 10:04:54.281250,-211.64,82.75
153674,2018-06-29 10:04:54.312500,-261.82,82.75
153675,2018-06-29 10:04:54.343750,-262.91,82.75
153676,2018-06-29 10:04:54.375000,-197.95,82.75
153677,2018-06-29 10:04:54.406250,-86.85,82.75
153678,2018-06-29 10:04:54.437500,24.03,82.75
153679,2018-06-29 10:04:54.468750,95.81,82.75
153680,2018-06-29 10:04:54.500000,109.99,82.75
153681,2018-06-29 10:04:54.531250,67.34,82.82
153682,2018-06-29 10:04:54.562500,-9.2,82.82
153683,2018-06-29 10:04:54.593750,-84.68,82.82
153684,2018-06-29 10:04:54.625000,-134.98,82.82
153685,2018-06-29 10:04:54.656250,-155.71,82.82
153686,2018-06-29 10:04:54.687500,-154.29,82.82
153687,2018-06-29 10:04:54.718750,-141.49,82.82
153688,2018-06-29 10:04:54.750000,-127.4,82.82
153689,2018-06-29 10:04:54.781250,-117.33,82.82
153690,2018-06-29 10:04:54.812500,-109.59,82.82
153691,2018-06-29 10:04:54.843750,-99.23,82.82
153692,2018-06-29 10:04:54.875000,-83.22,82.82
153693,2018-06-29 10:04:54.906250,-61.3,82.82
153694,2018-06-29 10:04:54.937500,-37.17,82.82
153695,2018-06-29 10:04:54.968750,-16.05,82.82
153696,2018-06-29 10:04:55.000000,4.38,82.82
153697,2018-06-29 10:04:55.031250,31.44,82.82
153698,2018-06-29 10:04:55.062500,60.6,82.82
153699,2018-06-29 10:04:55.093750,75.97,82.82
153700,2018-06-29 10:04:55.125000,70.41,82.82
153701,2018-06-29 10:04:55.156250,54.0,82.82
153702,2018-06-29 10:04:55.187500,43.53,82.82
153703,2018-06-29 10:04:55.218750,49.9,82.82
153704,2018-06-29 10:04:55.250000,70.47,82.82
153705,2018-06-29 10:04:55.281250,91.33,82.82
153706,2018-06-29 10:04:55.312500,100.52,82.82
153707,2018-06-29 10:04:55.343750,97.7,82.82
153708,2018-06-29 10:04:55.375000,91.6,82.82
153709,2018-06-29 10:04:55.406250,93.46,82.82
153710,2018-06-29 10:04:55.437500,111.54,82.82
153711,2018-06-29 10:04:55.468750,146.51,82.82
153712,2018-06-29 10:04:55.500000,189.22,82.82
153713,2018-06-29 10:04:55.531250,222.59,82.95
153714,2018-06-29 10:04:55.562500,228.6,82.95
153715,2018-06-29 10:04:55.593750,195.67,82.95
153716,2018-06-29 10:04:55.625000,121.98,82.95
153717,2018-06-29 10:04:55.656250,19.4,82.95
153718,2018-06-29 10:04:55.687500,-82.46,82.95
153719,2018-06-29 10:04:55.718750,-151.65,82.95
153720,2018-06-29 10:04:55.750000,-179.04,82.95
153721,2018-06-29 10:04:55.781250,-175.16,82.95
153722,2018-06-29 10:04:55.812500,-148.15,82.95
153723,2018-06-29 10:04:55.843750,-104.02,82.95
153724,2018-06-29 10:04:55.875000,-57.27,82.95
153725,2018-06-29 10:04:55.906250,-20.2,82.95
153726,2018-06-29 10:04:55.937500,10.33,82.95
153727,2018-06-29 10:04:55.968750,43.6,82.95
153728,2018-06-29 10:04:56.000000,80.82,82.95
153729,2018-06-29 10:04:56.031250,115.27,82.95
153730,2018-06-29 10:04:56.062500,140.49,82.95
153731,2018-06-29 10:04:56.093750,155.3,82.95
153732,2018-06-29 10:04:56.125000,166.63,82.95
153733,2018-06-29 10:04:56.156250,184.92,82.95
153734,2018-06-29 10:04:56.187500,205.51,82.95
153735,2018-06-29 10:04:56.218750,204.24,82.95
153736,2018-06-29 10:04:56.250000,167.74,82.95
153737,2018-06-29 10:04:56.281250,113.53,82.95
153738,2018-06-29 10:04:56.312500,63.5,82.95
