,Time,ppg,hr
134400,2018-06-29 09:54:52.000000,-109.67,98.62
134401,2018-06-29 09:54:52.031250,-87.22,98.62
134402,2018-06-29 09:54:52.062500,-59.56,98.62
134403,2018-06-29 09:54:52.093750,-41.42,98.62
134404,2018-06-29 09:54:52.125000,-36.98,98.62
134405,2018-06-29 09:54:52.156250,-38.26,98.62
134406,2018-06-29 09:54:52.187500,-27.47,98.62
134407,2018-06-29 09:54:52.218750,10.5,98.62
134408,2018-06-29 09:54:52.250000,65.58,98.62
134409,2018-06-29 09:54:52.281250,135.2,98.62
134410,2018-06-29 09:54:52.312500,203.88,98.62
134411,2018-06-29 09:54:52.343750,248.69,98.62
134412,2018-06-29 09:54:52.375000,246.14,98.62
134413,2018-06-29 09:54:52.406250,175.8,98.62
134414,2018-06-29 09:54:52.437500,76.19,98.62
134415,2018-06-29 09:54:52.468750,-21.13,98.62
134416,2018-06-29 09:54:52.500000,-105.66,98.62
134417,2018-06-29 09:54:52.531250,-163.99,99.0
134418,2018-06-29 09:54:52.562500,-185.62,99.0
134419,2018-06-29 09:54:52.593750,-178.22,99.0
134420,2018-06-29 09:54:52.625000,-158.19,99.0
134421,2018-06-29 09:54:52.656250,-136.77,99.0
134422,2018-06-29 09:54:52.687500,-111.21,99.0
134423,2018-06-29 09:54:52.718750,-72.55,99.0
134424,2018-06-29 09:54:52.750000,-20.74,99.0
134425,2018-06-29 09:54:52.781250,37.61,99.0
134426,2018-06-29 09:54:52.812500,89.31,99.0
134427,2018-06-29 09:54:52.843750,120.04,99.0
134428,2018-06-29 09:54:52.875000,119.72,99.0
134429,2018-06-29 09:54:52.906250,91.68,99.0
134430,2018-06-29 09:54:52.937500,51.99,99.0
134431,2018-06-29 09:54:52.968750,14.85,99.0
134432,2018-06-29 09:54:53.000000,-9.45,99.0
134433,2018-06-29 09:54:53.031250,-18.7,99.0
134434,2018-06-29 09:54:53.062500,-18.16,99.0
134435,2018-06-29 09:54:53.093750,-18.87,99.0
134436,2018-06-29 09:54:53.125000,-29.31,99.0
134437,2018-06-29 09:54:53.156250,-42.43,99.0
134438,2018-06-29 09:54:53.187500,-49.7,99.0
134439,2018-06-29 09:54:53.218750,-54.83,99.0
134440,2018-06-29 09:54:53.250000,-82.53,99.0
134441,2018-06-29 09:54:53.281250,-120.92,99.0
