,Time,ppg,hr
102400,2018-06-29 09:38:12.000000,20.41,95.45
102401,2018-06-29 09:38:12.031250,12.35,95.45
102402,2018-06-29 09:38:12.062500,4.03,95.45
102403,2018-06-29 09:38:12.093750,-4.56,95.45
102404,2018-06-29 09:38:12.125000,-13.66,95.45
102405,2018-06-29 09:38:12.156250,-22.48,95.45
102406,2018-06-29 09:38:12.187500,-31.1,95.45
102407,2018-06-29 09:38:12.218750,-42.08,95.45
102408,2018-06-29 09:38:12.250000,-57.35,95.45
102409,2018-06-29 09:38:12.281250,-72.69,95.45
102410,2018-06-29 09:38:12.312500,-77.44,95.45
102411,2018-06-29 09:38:12.343750,-63.94,95.45
102412,2018-06-29 09:38:12.375000,-36.76,95.45
102413,2018-06-29 09:38:12.406250,-8.61,95.45
102414,2018-06-29 09:38:12.437500,11.7,95.45
102415,2018-06-29 09:38:12.468750,23.78,95.45
102416,2018-06-29 09:38:12.500000,30.68,95.45
102417,2018-06-29 09:38:12.531250,33.66,95.5
102418,2018-06-29 09:38:12.562500,33.08,95.5
102419,2018-06-29 09:38:12.593750,30.79,95.5
102420,2018-06-29 09:38:12.625000,29.07,95.5
102421,2018-06-29 09:38:12.656250,28.28,95.5
102422,2018-06-29 09:38:12.687500,27.6,95.5
102423,2018-06-29 09:38:12.718750,26.83,95.5
102424,2018-06-29 09:38:12.750000,25.38,95.5
102425,2018-06-29 09:38:12.781250,21.34,95.5
102426,2018-06-29 09:38:12.812500,13.89,95.5
102427,2018-06-29 09:38:12.843750,5.01,95.5
102428,2018-06-29 09:38:12.875000,-2.41,95.5
102429,2018-06-29 09:38:12.906250,-8.05,95.5
102430,2018-06-29 09:38:12.937500,-14.13,95.5
102431,2018-06-29 09:38:12.968750,-21.64,95.5
102432,2018-06-29 09:38:13.000000,-29.07,95.5
102433,2018-06-29 09:38:13.031250,-35.28,95.5
102434,2018-06-29 09:38:13.062500,-41.74,95.5
102435,2018-06-29 09:38:13.093750,-50.85,95.5
102436,2018-06-29 09:38:13.125000,-63.16,95.5
102437,2018-06-29 09:38:13.156250,-75.02,95.5
102438,2018-06-29 09:38:13.187500,-77.58,95.5
102439,2018-06-29 09:38:13.218750,-63.29,95.5
102440,2018-06-29 09:38:13.250000,-35.23,95.5
102441,2018-06-29 09:38:13.281250,-5.47,95.5
102442,2018-06-29 09:38:13.312500,16.74,95.5
102443,2018-06-29 09:38:13.343750,30.46,95.5
102444,2018-06-29 09:38:13.375000,37.68,95.5
102445,2018-06-29 09:38:13.406250,39.31,95.5
102446,2018-06-29 09:38:13.437500,36.91,95.5
102447,2018-06-29 09:38:13.468750,33.34,95.5
102448,2018-06-29 09:38:13.500000,30.68,95.5
102449,2018-06-29 09:38:13.531250,28.89,95.55
102450,2018-06-29 09:38:13.562500,27.66,95.55
102451,2018-06-29 09:38:13.593750,27.1,95.55
102452,2018-06-29 09:38:13.625000,26.35,95.55
102453,2018-06-29 09:38:13.656250,23.62,95.55
102454,2018-06-29 09:38:13.687500,18.24,95.55
102455,2018-06-29 09:38:13.718750,11.51,95.55
102456,2018-06-29 09:38:13.750000,4.96,95.55
102457,2018-06-29 09:38:13.781250,-1.78,95.55
102458,2018-06-29 09:38:13.812500,-10.58,95.55
102459,2018-06-29 09:38:13.843750,-21.69,95.55
102460,2018-06-29 09:38:13.875000,-31.98,95.55
102461,2018-06-29 09:38:13.906250,-38.63,95.55
102462,2018-06-29 09:38:13.937500,-43.56,95.55
102463,2018-06-29 09:38:13.968750,-51.35,95.55
102464,2018-06-29 09:38:14.000000,-63.1,95.55
102465,2018-06-29 09:38:14.031250,-73.97,95.55
102466,2018-06-29 09:38:14.062500,-75.99,95.55
102467,2018-06-29 09:38:14.093750,-64.01,95.55
102468,2018-06-29 09:38:14.125000,-40.83,95.55
102469,2018-06-29 09:38:14.156250,-15.53,95.55
102470,2018-06-29 09:38:14.187500,4.12,95.55
102471,2018-06-29 09:38:14.218750,16.36,95.55
102472,2018-06-29 09:38:14.250000,23.12,95.55
102473,2018-06-29 09:38:14.281250,28.71,95.55
102474,2018-06-29 09:38:14.312500,40.88,95.55
102475,2018-06-29 09:38:14.343750,64.08,95.55
102476,2018-06-29 09:38:14.375000,89.72,95.55
102477,2018-06-29 09:38:14.406250,101.75,95.55
102478,2018-06-29 09:38:14.437500,94.84,95.55
102479,2018-06-29 09:38:14.468750,79.22,95.55
102480,2018-06-29 09:38:14.500000,65.97,95.55
102481,2018-06-29 09:38:14.531250,56.81,95.7
102482,2018-06-29 09:38:14.562500,48.93,95.7
102483,2018-06-29 09:38:14.593750,40.55,95.7
102484,2018-06-29 09:38:14.625000,29.16,95.7
102485,2018-06-29 09:38:14.656250,11.82,95.7
102486,2018-06-29 09:38:14.687500,-10.45,95.7
102487,2018-06-29 09:38:14.718750,-33.73,95.7
102488,2018-06-29 09:38:14.750000,-55.6,95.7
102489,2018-06-29 09:38:14.781250,-72.64,95.7
102490,2018-06-29 09:38:14.812500,-79.58,95.7
102491,2018-06-29 09:38:14.843750,-77.88,95.7
102492,2018-06-29 09:38:14.875000,-78.2,95.7
102493,2018-06-29 09:38:14.906250,-88.28,95.7
102494,2018-06-29 09:38:14.937500,-103.44,95.7
102495,2018-06-29 09:38:14.968750,-110.05,95.7
102496,2018-06-29 09:38:15.000000,-97.26,95.7
102497,2018-06-29 09:38:15.031250,-67.17,95.7
102498,2018-06-29 09:38:15.062500,-32.52,95.7
102499,2018-06-29 09:38:15.093750,-3.66,95.7
102500,2018-06-29 09:38:15.125000,16.8,95.7
102501,2018-06-29 09:38:15.156250,29.25,95.7
102502,2018-06-29 09:38:15.187500,34.88,95.7
102503,2018-06-29 09:38:15.218750,36.49,95.7
102504,2018-06-29 09:38:15.250000,36.3,95.7
102505,2018-06-29 09:38:15.281250,34.11,95.7
102506,2018-06-29 09:38:15.312500,30.17,95.7
102507,2018-06-29 09:38:15.343750,26.88,95.7
102508,2018-06-29 09:38:15.375000,24.74,95.7
102509,2018-06-29 09:38:15.406250,20.43,95.7
102510,2018-06-29 09:38:15.437500,12.78,95.7
102511,2018-06-29 09:38:15.468750,5.7,95.7
102512,2018-06-29 09:38:15.500000,2.15,95.7
102513,2018-06-29 09:38:15.531250,0.91,95.88
102514,2018-06-29 09:38:15.562500,0.5,95.88
102515,2018-06-29 09:38:15.593750,1.11,95.88
102516,2018-06-29 09:38:15.625000,2.67,95.88
102517,2018-06-29 09:38:15.656250,3.72,95.88
102518,2018-06-29 09:38:15.687500,2.79,95.88
102519,2018-06-29 09:38:15.718750,-0.75,95.88
102520,2018-06-29 09:38:15.750000,-6.45,95.88
102521,2018-06-29 09:38:15.781250,-13.81,95.88
102522,2018-06-29 09:38:15.812500,-23.87,95.88
102523,2018-06-29 09:38:15.843750,-38.46,95.88
102524,2018-06-29 09:38:15.875000,-56.06,95.88
102525,2018-06-29 09:38:15.906250,-68.3,95.88
102526,2018-06-29 09:38:15.937500,-64.02,95.88
102527,2018-06-29 09:38:15.968750,-40.82,95.88
