,Time,ppg,hr
217600,2018-06-29 10:38:12.000000,-40.71,59.92
217601,2018-06-29 10:38:12.031250,-50.41,59.92
217602,2018-06-29 10:38:12.062500,-62.95,59.92
217603,2018-06-29 10:38:12.093750,-76.25,59.92
217604,2018-06-29 10:38:12.125000,-82.72,59.92
217605,2018-06-29 10:38:12.156250,-74.26,59.92
217606,2018-06-29 10:38:12.187500,-51.87,59.92
217607,2018-06-29 10:38:12.218750,-25.6,59.92
217608,2018-06-29 10:38:12.250000,-4.0,59.92
217609,2018-06-29 10:38:12.281250,11.73,59.92
217610,2018-06-29 10:38:12.312500,23.3,59.92
217611,2018-06-29 10:38:12.343750,30.72,59.92
217612,2018-06-29 10:38:12.375000,33.84,59.92
217613,2018-06-29 10:38:12.406250,34.23,59.92
217614,2018-06-29 10:38:12.437500,33.5,59.92
217615,2018-06-29 10:38:12.468750,32.01,59.92
217616,2018-06-29 10:38:12.500000,29.97,59.92
217617,2018-06-29 10:38:12.531250,27.51,60.07
217618,2018-06-29 10:38:12.562500,23.55,60.07
217619,2018-06-29 10:38:12.593750,16.89,60.07
217620,2018-06-29 10:38:12.625000,7.68,60.07
217621,2018-06-29 10:38:12.656250,-4.48,60.07
217622,2018-06-29 10:38:12.687500,-20.93,60.07
217623,2018-06-29 10:38:12.718750,-41.56,60.07
217624,2018-06-29 10:38:12.750000,-66.32,60.07
217625,2018-06-29 10:38:12.781250,-98.11,60.07
217626,2018-06-29 10:38:12.812500,-136.11,60.07
217627,2018-06-29 10:38:12.843750,-166.65,60.07
217628,2018-06-29 10:38:12.875000,-170.75,60.07
217629,2018-06-29 10:38:12.906250,-142.98,60.07
217630,2018-06-29 10:38:12.937500,-96.75,60.07
217631,2018-06-29 10:38:12.968750,-51.24,60.07
217632,2018-06-29 10:38:13.000000,-17.39,60.07
217633,2018-06-29 10:38:13.031250,5.54,60.07
217634,2018-06-29 10:38:13.062500,23.34,60.07
217635,2018-06-29 10:38:13.093750,39.57,60.07
217636,2018-06-29 10:38:13.125000,55.59,60.07
217637,2018-06-29 10:38:13.156250,75.31,60.07
217638,2018-06-29 10:38:13.187500,109.04,60.07
217639,2018-06-29 10:38:13.218750,165.69,60.07
217640,2018-06-29 10:38:13.250000,228.67,60.07
217641,2018-06-29 10:38:13.281250,256.99,60.07
217642,2018-06-29 10:38:13.312500,234.98,60.07
217643,2018-06-29 10:38:13.343750,193.08,60.07
217644,2018-06-29 10:38:13.375000,157.25,60.07
217645,2018-06-29 10:38:13.406250,119.78,60.07
217646,2018-06-29 10:38:13.437500,75.83,60.07
217647,2018-06-29 10:38:13.468750,40.06,60.07
217648,2018-06-29 10:38:13.500000,18.27,60.07
217649,2018-06-29 10:38:13.531250,2.66,60.2
217650,2018-06-29 10:38:13.562500,-5.88,60.2
217651,2018-06-29 10:38:13.593750,-0.2,60.2
217652,2018-06-29 10:38:13.625000,14.07,60.2
217653,2018-06-29 10:38:13.656250,20.66,60.2
217654,2018-06-29 10:38:13.687500,10.86,60.2
217655,2018-06-29 10:38:13.718750,-8.93,60.2
217656,2018-06-29 10:38:13.750000,-24.38,60.2
217657,2018-06-29 10:38:13.781250,-25.67,60.2
217658,2018-06-29 10:38:13.812500,-16.35,60.2
217659,2018-06-29 10:38:13.843750,-6.13,60.2
217660,2018-06-29 10:38:13.875000,4.86,60.2
217661,2018-06-29 10:38:13.906250,20.89,60.2
217662,2018-06-29 10:38:13.937500,34.78,60.2
217663,2018-06-29 10:38:13.968750,34.44,60.2
217664,2018-06-29 10:38:14.000000,19.8,60.2
217665,2018-06-29 10:38:14.031250,3.76,60.2
217666,2018-06-29 10:38:14.062500,2.95,60.2
217667,2018-06-29 10:38:14.093750,20.22,60.2
217668,2018-06-29 10:38:14.125000,29.59,60.2
217669,2018-06-29 10:38:14.156250,2.58,60.2
217670,2018-06-29 10:38:14.187500,-52.96,60.2
217671,2018-06-29 10:38:14.218750,-107.7,60.2
217672,2018-06-29 10:38:14.250000,-148.28,60.2
217673,2018-06-29 10:38:14.281250,-172.61,60.2
217674,2018-06-29 10:38:14.312500,-173.13,60.2
217675,2018-06-29 10:38:14.343750,-150.21,60.2
217676,2018-06-29 10:38:14.375000,-121.23,60.2
217677,2018-06-29 10:38:14.406250,-100.41,60.2
217678,2018-06-29 10:38:14.437500,-83.83,60.2
217679,2018-06-29 10:38:14.468750,-62.93,60.2
217680,2018-06-29 10:38:14.500000,-42.55,60.2
217681,2018-06-29 10:38:14.531250,-33.33,60.37
217682,2018-06-29 10:38:14.562500,-33.55,60.37
217683,2018-06-29 10:38:14.593750,-30.93,60.37
217684,2018-06-29 10:38:14.625000,-20.35,60.37
217685,2018-06-29 10:38:14.656250,-8.71,60.37
217686,2018-06-29 10:38:14.687500,-1.75,60.37
217687,2018-06-29 10:38:14.718750,3.61,60.37
217688,2018-06-29 10:38:14.750000,10.15,60.37
217689,2018-06-29 10:38:14.781250,13.74,60.37
217690,2018-06-29 10:38:14.812500,11.02,60.37
217691,2018-06-29 10:38:14.843750,5.59,60.37
217692,2018-06-29 10:38:14.875000,2.33,60.37
217693,2018-06-29 10:38:14.906250,1.37,60.37
217694,2018-06-29 10:38:14.937500,0.14,60.37
217695,2018-06-29 10:38:14.968750,-3.51,60.37
217696,2018-06-29 10:38:15.000000,-10.97,60.37
217697,2018-06-29 10:38:15.031250,-21.65,60.37
217698,2018-06-29 10:38:15.062500,-32.47,60.37
217699,2018-06-29 10:38:15.093750,-41.34,60.37
217700,2018-06-29 10:38:15.125000,-50.32,60.37
217701,2018-06-29 10:38:15.156250,-63.26,60.37
217702,2018-06-29 10:38:15.187500,-79.07,60.37
217703,2018-06-29 10:38:15.218750,-88.02,60.37
217704,2018-06-29 10:38:15.250000,-79.66,60.37
217705,2018-06-29 10:38:15.281250,-55.13,60.37
217706,2018-06-29 10:38:15.312500,-25.86,60.37
217707,2018-06-29 10:38:15.343750,-0.65,60.37
217708,2018-06-29 10:38:15.375000,19.68,60.37
217709,2018-06-29 10:38:15.406250,36.62,60.37
217710,2018-06-29 10:38:15.437500,50.19,60.37
217711,2018-06-29 10:38:15.468750,59.95,60.37
217712,2018-06-29 10:38:15.500000,65.81,60.37
217713,2018-06-29 10:38:15.531250,68.56,60.53
217714,2018-06-29 10:38:15.562500,69.68,60.53
217715,2018-06-29 10:38:15.593750,70.15,60.53
217716,2018-06-29 10:38:15.625000,69.65,60.53
217717,2018-06-29 10:38:15.656250,66.89,60.53
217718,2018-06-29 10:38:15.687500,60.54,60.53
217719,2018-06-29 10:38:15.718750,50.73,60.53
217720,2018-06-29 10:38:15.750000,39.28,60.53
217721,2018-06-29 10:38:15.781250,27.93,60.53
217722,2018-06-29 10:38:15.812500,17.22,60.53
217723,2018-06-29 10:38:15.843750,6.6,60.53
217724,2018-06-29 10:38:15.875000,-5.28,60.53
217725,2018-06-29 10:38:15.906250,-19.32,60.53
217726,2018-06-29 10:38:15.937500,-34.41,60.53
217727,2018-06-29 10:38:15.968750,-48.5,60.53
217728,2018-06-29 10:38:16.000000,-61.81,60.53
217729,2018-06-29 10:38:16.031250,-77.0,60.53
217730,2018-06-29 10:38:16.062500,-95.26,60.53
217731,2018-06-29 10:38:16.093750,-111.97,60.53
217732,2018-06-29 10:38:16.125000,-116.75,60.53
217733,2018-06-29 10:38:16.156250,-101.31,60.53
217734,2018-06-29 10:38:16.187500,-68.92,60.53
217735,2018-06-29 10:38:16.218750,-32.17,60.53
217736,2018-06-29 10:38:16.250000,-1.27,60.53
217737,2018-06-29 10:38:16.281250,21.39,60.53
217738,2018-06-29 10:38:16.312500,37.03,60.53
217739,2018-06-29 10:38:16.343750,46.42,60.53
217740,2018-06-29 10:38:16.375000,49.81,60.53
217741,2018-06-29 10:38:16.406250,48.67,60.53
217742,2018-06-29 10:38:16.437500,46.89,60.53
217743,2018-06-29 10:38:16.468750,48.33,60.53
