,Time,ppg,hr
188800,2018-06-29 10:23:12.000000,55.56,73.22
188801,2018-06-29 10:23:12.031250,53.83,73.22
188802,2018-06-29 10:23:12.062500,51.91,73.22
188803,2018-06-29 10:23:12.093750,49.71,73.22
188804,2018-06-29 10:23:12.125000,48.45,73.22
188805,2018-06-29 10:23:12.156250,48.81,73.22
188806,2018-06-29 10:23:12.187500,47.96,73.22
188807,2018-06-29 10:23:12.218750,42.92,73.22
188808,2018-06-29 10:23:12.250000,34.39,73.22
188809,2018-06-29 10:23:12.281250,24.94,73.22
188810,2018-06-29 10:23:12.312500,15.99,73.22
188811,2018-06-29 10:23:12.343750,6.88,73.22
188812,2018-06-29 10:23:12.375000,-3.48,73.22
188813,2018-06-29 10:23:12.406250,-14.21,73.22
188814,2018-06-29 10:23:12.437500,-23.35,73.22
188815,2018-06-29 10:23:12.468750,-31.6,73.22
188816,2018-06-29 10:23:12.500000,-42.41,73.22
188817,2018-06-29 10:23:12.531250,-57.39,72.87
188818,2018-06-29 10:23:12.562500,-71.58,72.87
188819,2018-06-29 10:23:12.593750,-74.21,72.87
188820,2018-06-29 10:23:12.625000,-58.02,72.87
188821,2018-06-29 10:23:12.656250,-28.41,72.87
188822,2018-06-29 10:23:12.687500,1.83,72.87
188823,2018-06-29 10:23:12.718750,25.44,72.87
188824,2018-06-29 10:23:12.750000,42.4,72.87
188825,2018-06-29 10:23:12.781250,52.86,72.87
188826,2018-06-29 10:23:12.812500,55.82,72.87
188827,2018-06-29 10:23:12.843750,52.92,72.87
188828,2018-06-29 10:23:12.875000,48.18,72.87
188829,2018-06-29 10:23:12.906250,44.73,72.87
188830,2018-06-29 10:23:12.937500,43.45,72.87
188831,2018-06-29 10:23:12.968750,43.76,72.87
188832,2018-06-29 10:23:13.000000,43.92,72.87
188833,2018-06-29 10:23:13.031250,41.27,72.87
188834,2018-06-29 10:23:13.062500,34.15,72.87
188835,2018-06-29 10:23:13.093750,24.0,72.87
188836,2018-06-29 10:23:13.125000,13.31,72.87
188837,2018-06-29 10:23:13.156250,2.37,72.87
188838,2018-06-29 10:23:13.187500,-9.7,72.87
188839,2018-06-29 10:23:13.218750,-21.92,72.87
188840,2018-06-29 10:23:13.250000,-32.47,72.87
188841,2018-06-29 10:23:13.281250,-41.96,72.87
188842,2018-06-29 10:23:13.312500,-53.62,72.87
188843,2018-06-29 10:23:13.343750,-67.9,72.87
188844,2018-06-29 10:23:13.375000,-76.43,72.87
188845,2018-06-29 10:23:13.406250,-67.06,72.87
188846,2018-06-29 10:23:13.437500,-38.1,72.87
188847,2018-06-29 10:23:13.468750,-2.13,72.87
188848,2018-06-29 10:23:13.500000,27.39,72.87
188849,2018-06-29 10:23:13.531250,46.78,72.45
188850,2018-06-29 10:23:13.562500,57.95,72.45
188851,2018-06-29 10:23:13.593750,61.89,72.45
188852,2018-06-29 10:23:13.625000,60.07,72.45
188853,2018-06-29 10:23:13.656250,56.54,72.45
188854,2018-06-29 10:23:13.687500,54.63,72.45
188855,2018-06-29 10:23:13.718750,54.01,72.45
188856,2018-06-29 10:23:13.750000,53.0,72.45
188857,2018-06-29 10:23:13.781250,50.95,72.45
188858,2018-06-29 10:23:13.812500,47.27,72.45
188859,2018-06-29 10:23:13.843750,40.79,72.45
188860,2018-06-29 10:23:13.875000,30.96,72.45
188861,2018-06-29 10:23:13.906250,19.2,72.45
188862,2018-06-29 10:23:13.937500,8.15,72.45
188863,2018-06-29 10:23:13.968750,-1.46,72.45
188864,2018-06-29 10:23:14.000000,-11.9,72.45
188865,2018-06-29 10:23:14.031250,-24.2,72.45
188866,2018-06-29 10:23:14.062500,-36.22,72.45
188867,2018-06-29 10:23:14.093750,-46.87,72.45
188868,2018-06-29 10:23:14.125000,-57.8,72.45
188869,2018-06-29 10:23:14.156250,-70.62,72.45
188870,2018-06-29 10:23:14.187500,-86.07,72.45
188871,2018-06-29 10:23:14.218750,-102.26,72.45
188872,2018-06-29 10:23:14.250000,-109.83,72.45
188873,2018-06-29 10:23:14.281250,-96.93,72.45
188874,2018-06-29 10:23:14.312500,-64.18,72.45
188875,2018-06-29 10:23:14.343750,-27.04,72.45
188876,2018-06-29 10:23:14.375000,0.66,72.45
188877,2018-06-29 10:23:14.406250,17.66,72.45
188878,2018-06-29 10:23:14.437500,30.75,72.45
188879,2018-06-29 10:23:14.468750,48.52,72.45
188880,2018-06-29 10:23:14.500000,77.82,72.45
188881,2018-06-29 10:23:14.531250,117.59,72.12
188882,2018-06-29 10:23:14.562500,157.39,72.12
188883,2018-06-29 10:23:14.593750,187.03,72.12
