,Time,ppg,hr
112000,2018-06-29 09:43:12.000000,-181.93,74.75
112001,2018-06-29 09:43:12.031250,-128.41,74.75
112002,2018-06-29 09:43:12.062500,-82.64,74.75
112003,2018-06-29 09:43:12.093750,-58.56,74.75
112004,2018-06-29 09:43:12.125000,-58.82,74.75
112005,2018-06-29 09:43:12.156250,-71.31,74.75
112006,2018-06-29 09:43:12.187500,-78.65,74.75
112007,2018-06-29 09:43:12.218750,-71.35,74.75
112008,2018-06-29 09:43:12.250000,-51.61,74.75
112009,2018-06-29 09:43:12.281250,-29.19,74.75
112010,2018-06-29 09:43:12.312500,-12.78,74.75
112011,2018-06-29 09:43:12.343750,-4.49,74.75
112012,2018-06-29 09:43:12.375000,-2.25,74.75
112013,2018-06-29 09:43:12.406250,-3.13,74.75
112014,2018-06-29 09:43:12.437500,-3.36,74.75
112015,2018-06-29 09:43:12.468750,0.09,74.75
112016,2018-06-29 09:43:12.500000,6.21,74.75
112017,2018-06-29 09:43:12.531250,10.45,74.87
112018,2018-06-29 09:43:12.562500,9.06,74.87
112019,2018-06-29 09:43:12.593750,2.52,74.87
112020,2018-06-29 09:43:12.625000,-4.84,74.87
112021,2018-06-29 09:43:12.656250,-9.39,74.87
112022,2018-06-29 09:43:12.687500,-12.42,74.87
112023,2018-06-29 09:43:12.718750,-17.37,74.87
112024,2018-06-29 09:43:12.750000,-24.61,74.87
112025,2018-06-29 09:43:12.781250,-32.6,74.87
112026,2018-06-29 09:43:12.812500,-42.11,74.87
112027,2018-06-29 09:43:12.843750,-55.87,74.87
112028,2018-06-29 09:43:12.875000,-73.75,74.87
112029,2018-06-29 09:43:12.906250,-87.74,74.87
112030,2018-06-29 09:43:12.937500,-85.73,74.87
112031,2018-06-29 09:43:12.968750,-63.82,74.87
112032,2018-06-29 09:43:13.000000,-31.82,74.87
112033,2018-06-29 09:43:13.031250,-2.23,74.87
112034,2018-06-29 09:43:13.062500,20.24,74.87
112035,2018-06-29 09:43:13.093750,35.99,74.87
112036,2018-06-29 09:43:13.125000,45.52,74.87
112037,2018-06-29 09:43:13.156250,50.18,74.87
112038,2018-06-29 09:43:13.187500,52.07,74.87
112039,2018-06-29 09:43:13.218750,52.38,74.87
112040,2018-06-29 09:43:13.250000,51.68,74.87
112041,2018-06-29 09:43:13.281250,51.15,74.87
112042,2018-06-29 09:43:13.312500,51.69,74.87
112043,2018-06-29 09:43:13.343750,52.83,74.87
112044,2018-06-29 09:43:13.375000,52.86,74.87
112045,2018-06-29 09:43:13.406250,49.78,74.87
112046,2018-06-29 09:43:13.437500,43.07,74.87
112047,2018-06-29 09:43:13.468750,35.0,74.87
112048,2018-06-29 09:43:13.500000,28.26,74.87
112049,2018-06-29 09:43:13.531250,22.58,75.07
112050,2018-06-29 09:43:13.562500,15.81,75.07
112051,2018-06-29 09:43:13.593750,7.94,75.07
112052,2018-06-29 09:43:13.625000,0.83,75.07
112053,2018-06-29 09:43:13.656250,-5.41,75.07
112054,2018-06-29 09:43:13.687500,-12.8,75.07
112055,2018-06-29 09:43:13.718750,-22.6,75.07
112056,2018-06-29 09:43:13.750000,-33.82,75.07
112057,2018-06-29 09:43:13.781250,-44.3,75.07
112058,2018-06-29 09:43:13.812500,-53.12,75.07
112059,2018-06-29 09:43:13.843750,-62.0,75.07
112060,2018-06-29 09:43:13.875000,-74.45,75.07
112061,2018-06-29 09:43:13.906250,-90.27,75.07
112062,2018-06-29 09:43:13.937500,-101.19,75.07
112063,2018-06-29 09:43:13.968750,-96.11,75.07
112064,2018-06-29 09:43:14.000000,-73.38,75.07
112065,2018-06-29 09:43:14.031250,-43.31,75.07
112066,2018-06-29 09:43:14.062500,-16.88,75.07
112067,2018-06-29 09:43:14.093750,3.11,75.07
112068,2018-06-29 09:43:14.125000,18.46,75.07
112069,2018-06-29 09:43:14.156250,29.82,75.07
112070,2018-06-29 09:43:14.187500,37.1,75.07
112071,2018-06-29 09:43:14.218750,41.69,75.07
112072,2018-06-29 09:43:14.250000,45.56,75.07
112073,2018-06-29 09:43:14.281250,49.39,75.07
112074,2018-06-29 09:43:14.312500,52.84,75.07
112075,2018-06-29 09:43:14.343750,55.76,75.07
112076,2018-06-29 09:43:14.375000,57.46,75.07
112077,2018-06-29 09:43:14.406250,56.25,75.07
112078,2018-06-29 09:43:14.437500,51.22,75.07
112079,2018-06-29 09:43:14.468750,43.6,75.07
